% Model,Untitled.mph
% Version,COMSOL 5.6.0.401
% Date,"Jan 28 2022, 23:51"
% Table,Table 2 - Surface Integration 1
% shift (m),I_0 (A),d_cover (m),r_0 (m),-mf.Jphi*mf.Br (N)
0.017457894736842103,0.5,0.0015,5.0E-4,0.002485029816885828
0.017457894736842103,0.75,5.0E-4,1.0E-4,11.830222808176117
0.017457894736842103,0.75,5.0E-4,2.0E-4,0.7393889255110458
0.017457894736842103,0.75,5.0E-4,3.0000000000000003E-4,0.14605213343427337
0.017457894736842103,0.75,5.0E-4,4.0E-4,0.046211807844440365
0.017457894736842103,0.75,5.0E-4,5.0E-4,0.018928356493082908
0.017457894736842103,0.75,6.000000000000001E-4,1.0E-4,10.59095952835771
0.017457894736842103,0.75,6.000000000000001E-4,2.0E-4,0.6619349705223563
0.017457894736842103,0.75,6.000000000000001E-4,3.0000000000000003E-4,0.13075258676985999
0.017457894736842103,0.75,6.000000000000001E-4,4.0E-4,0.041370935657647843
0.017457894736842103,0.75,6.000000000000001E-4,5.0E-4,0.016945535245372376
0.017457894736842103,0.75,7.0E-4,1.0E-4,9.444029593068146
0.017457894736842103,0.75,7.0E-4,2.0E-4,0.5902518495667114
0.017457894736842103,0.75,7.0E-4,3.0000000000000003E-4,0.11659295793911355
0.017457894736842103,0.75,7.0E-4,4.0E-4,0.0368907405979224
0.017457894736842103,0.75,7.0E-4,5.0E-4,0.015110447348908033
0.017457894736842103,0.75,8.0E-4,1.0E-4,8.42912213522659
0.017457894736842103,0.75,8.0E-4,2.0E-4,0.5268201334516627
0.017457894736842103,0.75,8.0E-4,3.0000000000000003E-4,0.10406323623736573
0.017457894736842103,0.75,8.0E-4,4.0E-4,0.03292625834072892
0.017457894736842103,0.75,8.0E-4,5.0E-4,0.013486595416362481
0.017457894736842103,0.75,9.0E-4,1.0E-4,7.504896580491817
0.017457894736842103,0.75,9.0E-4,2.0E-4,0.46905603628066517
0.017457894736842103,0.75,9.0E-4,3.0000000000000003E-4,0.09265304420360174
0.017457894736842103,0.75,9.0E-4,4.0E-4,0.02931600226754588
0.017457894736842103,0.75,9.0E-4,5.0E-4,0.012007834528785108
0.017457894736842103,0.75,0.001,1.0E-4,6.667198392599685
0.017457894736842103,0.75,0.001,2.0E-4,0.4166998995374419
0.017457894736842103,0.75,0.001,3.0000000000000003E-4,0.08231109126665492
0.017457894736842103,0.75,0.001,4.0E-4,0.026043743721090126
0.017457894736842103,0.75,0.001,5.0E-4,0.010667517428158503
0.017457894736842103,0.75,0.0011,1.0E-4,5.884145498221989
0.017457894736842103,0.75,0.0011,2.0E-4,0.3677590936388743
0.017457894736842103,0.75,0.0011,3.0000000000000003E-4,0.07264377158298846
0.017457894736842103,0.75,0.0011,4.0E-4,0.022984943352429413
0.017457894736842103,0.75,0.0011,5.0E-4,0.00941463279715544
0.017457894736842103,0.75,0.0012000000000000001,1.0E-4,5.187897154412636
0.017457894736842103,0.75,0.0012000000000000001,2.0E-4,0.32424357215074745
0.017457894736842103,0.75,0.0012000000000000001,3.0000000000000003E-4,0.06404811301744036
0.017457894736842103,0.75,0.0012000000000000001,4.0E-4,0.020265223259421712
0.017457894736842103,0.75,0.0012000000000000001,5.0E-4,0.008300635447059165
0.017457894736842103,0.75,0.0013,1.0E-4,4.55595955770084
0.017457894736842103,0.75,0.0013,2.0E-4,0.28474747235629
0.017457894736842103,0.75,0.0013,3.0000000000000003E-4,0.056246414292598745
0.017457894736842103,0.75,0.0013,4.0E-4,0.017796717022267716
0.017457894736842103,0.75,0.0013,5.0E-4,0.007289535292320916
0.017457894736842103,0.75,0.0014000000000000002,1.0E-4,3.988830943450318
0.017457894736842103,0.75,0.0014000000000000002,2.0E-4,0.2493019339656441
0.017457894736842103,0.75,0.0014000000000000002,3.0000000000000003E-4,0.049244826462349685
0.017457894736842103,0.75,0.0014000000000000002,4.0E-4,0.015581370872852131
0.017457894736842103,0.75,0.0014000000000000002,5.0E-4,0.006382129509520245
0.017457894736842103,0.75,0.0015,1.0E-4,3.4945731799955753
0.017457894736842103,0.75,0.0015,2.0E-4,0.21841082374973061
0.017457894736842103,0.75,0.0015,3.0000000000000003E-4,0.04314287876537637
0.017457894736842103,0.75,0.0015,4.0E-4,0.013650676484358241
0.017457894736842103,0.75,0.0015,5.0E-4,0.0055913170879930895
0.017457894736842103,1,5.0E-4,1.0E-4,21.031507214535385
0.017457894736842103,1,5.0E-4,2.0E-4,1.314469200908537
0.017457894736842103,1,5.0E-4,3.0000000000000003E-4,0.25964823721648533
0.017457894736842103,1,5.0E-4,4.0E-4,0.08215432505677882
0.017457894736842103,1,5.0E-4,5.0E-4,0.03365041154325842
0.017457894736842103,1,6.000000000000001E-4,1.0E-4,18.828372494860197
0.017457894736842103,1,6.000000000000001E-4,2.0E-4,1.1767732809287639
0.017457894736842103,1,6.000000000000001E-4,3.0000000000000003E-4,0.232449043146419
0.017457894736842103,1,6.000000000000001E-4,4.0E-4,0.07354833005804652
0.017457894736842103,1,6.000000000000001E-4,5.0E-4,0.03012539599177287
0.017457894736842103,1,7.0E-4,1.0E-4,16.789385943231323
0.017457894736842103,1,7.0E-4,2.0E-4,1.0493366214520252
0.017457894736842103,1,7.0E-4,3.0000000000000003E-4,0.2072763696695226
0.017457894736842103,1,7.0E-4,4.0E-4,0.06558353884075159
0.017457894736842103,1,7.0E-4,5.0E-4,0.026863017509172075
0.017457894736842103,1,8.0E-4,1.0E-4,14.98510601818139
0.017457894736842103,1,8.0E-4,2.0E-4,0.9365691261363369
0.017457894736842103,1,8.0E-4,3.0000000000000003E-4,0.18500130886643648
0.017457894736842103,1,8.0E-4,4.0E-4,0.05853557038352039
0.017457894736842103,1,8.0E-4,5.0E-4,0.023976169629089057
0.017457894736842103,1,9.0E-4,1.0E-4,13.342038365316615
0.017457894736842103,1,9.0E-4,2.0E-4,0.8338773978322964
0.017457894736842103,1,9.0E-4,3.0000000000000003E-4,0.1647165230286266
0.017457894736842103,1,9.0E-4,4.0E-4,0.05211733736452702
0.017457894736842103,1,9.0E-4,5.0E-4,0.021347261384506457
0.017457894736842103,1,0.001,1.0E-4,11.852797142398273
0.017457894736842103,1,0.001,2.0E-4,0.7407998213999525
0.017457894736842103,1,0.001,3.0000000000000003E-4,0.1463308289185112
0.017457894736842103,1,0.001,4.0E-4,0.0462999888374994
0.017457894736842103,1,0.001,5.0E-4,0.01896447542783896
0.017457894736842103,1,0.0011,1.0E-4,10.460703107950215
0.017457894736842103,1,0.0011,2.0E-4,0.6537939442468884
0.017457894736842103,1,0.0011,3.0000000000000003E-4,0.12914448281420002
0.017457894736842103,1,0.0011,4.0E-4,0.04086212151543018
0.017457894736842103,1,0.0011,5.0E-4,0.01673712497272028
0.017457894736842103,1,0.0012000000000000001,1.0E-4,9.22292827451153
0.017457894736842103,1,0.0012000000000000001,2.0E-4,0.5764330171569653
0.017457894736842103,1,0.0012000000000000001,3.0000000000000003E-4,0.1138633120310043
0.017457894736842103,1,0.0012000000000000001,4.0E-4,0.03602706357231059
0.017457894736842103,1,0.0012000000000000001,5.0E-4,0.014756685239216263
0.017457894736842103,1,0.0013,1.0E-4,8.09948365813466
0.017457894736842103,1,0.0013,2.0E-4,0.5062177286333978
0.017457894736842103,1,0.0013,3.0000000000000003E-4,0.09999362540907067
0.017457894736842103,1,0.0013,4.0E-4,0.03163860803958736
0.017457894736842103,1,0.0013,5.0E-4,0.01295917385301557
0.017457894736842103,1,0.0014000000000000002,1.0E-4,7.091255010578102
0.017457894736842103,1,0.0014000000000000002,2.0E-4,0.4432034381611304
0.017457894736842103,1,0.0014000000000000002,3.0000000000000003E-4,0.08754635815528693
0.017457894736842103,1,0.0014000000000000002,4.0E-4,0.027700214885070712
0.017457894736842103,1,0.0014000000000000002,5.0E-4,0.011346008016925393
0.017457894736842103,1,0.0015,1.0E-4,6.212574542214581
0.017457894736842103,1,0.0015,2.0E-4,0.38828590888839265
0.017457894736842103,1,0.0015,3.0000000000000003E-4,0.07669845113844749
0.017457894736842103,1,0.0015,4.0E-4,0.02426786930552453
0.017457894736842103,1,0.0015,5.0E-4,0.009940119267542747
0.017457894736842103,1.25,5.0E-4,1.0E-4,32.861730022713466
0.017457894736842103,1.25,5.0E-4,2.0E-4,2.053858126419584
0.017457894736842103,1.25,5.0E-4,3.0000000000000003E-4,0.4057003706507598
0.017457894736842103,1.25,5.0E-4,4.0E-4,0.12836613290122434
0.017457894736842103,1.25,5.0E-4,5.0E-4,0.052578768036341365
0.017457894736842103,1.25,6.000000000000001E-4,1.0E-4,29.419332023218377
0.017457894736842103,1.25,6.000000000000001E-4,2.0E-4,1.8387082514511477
0.017457894736842103,1.25,6.000000000000001E-4,3.0000000000000003E-4,0.363201629916248
0.017457894736842103,1.25,6.000000000000001E-4,4.0E-4,0.11491926571569823
0.017457894736842103,1.25,6.000000000000001E-4,5.0E-4,0.047070931237145376
0.017457894736842103,1.25,7.0E-4,1.0E-4,26.233415536300477
0.017457894736842103,1.25,7.0E-4,2.0E-4,1.6395884710187871
0.017457894736842103,1.25,7.0E-4,3.0000000000000003E-4,0.3238693276086484
0.017457894736842103,1.25,7.0E-4,4.0E-4,0.1024742794386741
0.017457894736842103,1.25,7.0E-4,5.0E-4,0.041973464858081
0.017457894736842103,1.25,8.0E-4,1.0E-4,23.41422815340717
0.017457894736842103,1.25,8.0E-4,2.0E-4,1.463389259587948
0.017457894736842103,1.25,8.0E-4,3.0000000000000003E-4,0.2890645451037905
0.017457894736842103,1.25,8.0E-4,4.0E-4,0.09146182872425072
0.017457894736842103,1.25,8.0E-4,5.0E-4,0.03746276504545306
0.017457894736842103,1.25,9.0E-4,1.0E-4,20.84693494580714
0.017457894736842103,1.25,9.0E-4,2.0E-4,1.302933434113165
0.017457894736842103,1.25,9.0E-4,3.0000000000000003E-4,0.25736956723218574
0.017457894736842103,1.25,9.0E-4,4.0E-4,0.08143333963207282
0.017457894736842103,1.25,9.0E-4,5.0E-4,0.033355095913296974
0.017457894736842103,1.25,0.001,1.0E-4,18.519995534999378
0.017457894736842103,1.25,0.001,2.0E-4,1.1574997209374611
0.017457894736842103,1.25,0.001,3.0000000000000003E-4,0.22864192018515103
0.017457894736842103,1.25,0.001,4.0E-4,0.07234373255858316
0.017457894736842103,1.25,0.001,5.0E-4,0.02963199285599535
0.017457894736842103,1.25,0.0011,1.0E-4,16.34484860617218
0.017457894736842103,1.25,0.0011,2.0E-4,1.0215530378857733
0.017457894736842103,1.25,0.0011,3.0000000000000003E-4,0.2017882543971889
0.017457894736842103,1.25,0.0011,4.0E-4,0.06384706486786083
0.017457894736842103,1.25,0.0011,5.0E-4,0.02615175776987543
0.017457894736842103,1.25,0.0012000000000000001,1.0E-4,14.410825428924326
0.017457894736842103,1.25,0.0012000000000000001,2.0E-4,0.9006765893076337
0.017457894736842103,1.25,0.0012000000000000001,3.0000000000000003E-4,0.17791142504842186
0.017457894736842103,1.25,0.0012000000000000001,4.0E-4,0.05629228683173435
0.017457894736842103,1.25,0.0012000000000000001,5.0E-4,0.023057320686275286
0.017457894736842103,1.25,0.0013,1.0E-4,12.655443215834868
0.017457894736842103,1.25,0.0013,2.0E-4,0.7909652009896744
0.017457894736842103,1.25,0.0013,3.0000000000000003E-4,0.15624003970166297
0.017457894736842103,1.25,0.0013,4.0E-4,0.04943532506185586
0.017457894736842103,1.25,0.0013,5.0E-4,0.020248709145335966
0.017457894736842103,1.25,0.0014000000000000002,1.0E-4,11.080085954028643
0.017457894736842103,1.25,0.0014000000000000002,2.0E-4,0.6925053721267905
0.017457894736842103,1.25,0.0014000000000000002,3.0000000000000003E-4,0.13679118461763642
0.017457894736842103,1.25,0.0014000000000000002,4.0E-4,0.043281585757922604
0.017457894736842103,1.25,0.0014000000000000002,5.0E-4,0.017728137526444962
0.017457894736842103,1.25,0.0015,1.0E-4,9.70714772221029
0.017457894736842103,1.25,0.0015,2.0E-4,0.6066967326381116
0.017457894736842103,1.25,0.0015,3.0000000000000003E-4,0.11984132990383042
0.017457894736842103,1.25,0.0015,4.0E-4,0.03791854578988197
0.017457894736842103,1.25,0.0015,5.0E-4,0.015531436355535652
0.017457894736842103,1.5,5.0E-4,1.0E-4,47.320891232704646
0.017457894736842103,1.5,5.0E-4,2.0E-4,2.9575557020441896
0.017457894736842103,1.5,5.0E-4,3.0000000000000003E-4,0.5842085337370934
0.017457894736842103,1.5,5.0E-4,4.0E-4,0.18484723137776185
0.017457894736842103,1.5,5.0E-4,5.0E-4,0.0757134259723316
0.017457894736842103,1.5,6.000000000000001E-4,1.0E-4,42.3638381134308
0.017457894736842103,1.5,6.000000000000001E-4,2.0E-4,2.647739882089673
0.017457894736842103,1.5,6.000000000000001E-4,3.0000000000000003E-4,0.5230103470793925
0.017457894736842103,1.5,6.000000000000001E-4,4.0E-4,0.16548374263058788
0.017457894736842103,1.5,6.000000000000001E-4,5.0E-4,0.06778214098148994
0.017457894736842103,1.5,7.0E-4,1.0E-4,37.776118372272535
0.017457894736842103,1.5,7.0E-4,2.0E-4,2.3610073982670365
0.017457894736842103,1.5,7.0E-4,3.0000000000000003E-4,0.46637183175645314
0.017457894736842103,1.5,7.0E-4,4.0E-4,0.1475629623916899
0.017457894736842103,1.5,7.0E-4,5.0E-4,0.06044178939563651
0.017457894736842103,1.5,8.0E-4,1.0E-4,33.71648854090641
0.017457894736842103,1.5,8.0E-4,2.0E-4,2.107280533806745
0.017457894736842103,1.5,8.0E-4,3.0000000000000003E-4,0.4162529449494598
0.017457894736842103,1.5,8.0E-4,4.0E-4,0.13170503336292283
0.017457894736842103,1.5,8.0E-4,5.0E-4,0.053946381665452715
0.017457894736842103,1.5,9.0E-4,1.0E-4,30.019586321967267
0.017457894736842103,1.5,9.0E-4,2.0E-4,1.8762241451226607
0.017457894736842103,1.5,9.0E-4,3.0000000000000003E-4,0.3706121768144096
0.017457894736842103,1.5,9.0E-4,4.0E-4,0.11726400907016629
0.017457894736842103,1.5,9.0E-4,5.0E-4,0.04803133811514018
0.017457894736842103,1.5,0.001,1.0E-4,26.66879357039874
0.017457894736842103,1.5,0.001,2.0E-4,1.666799598149769
0.017457894736842103,1.5,0.001,3.0000000000000003E-4,0.3292443650666192
0.017457894736842103,1.5,0.001,4.0E-4,0.10417497488436056
0.017457894736842103,1.5,0.001,5.0E-4,0.04267006971263377
0.017457894736842103,1.5,0.0011,1.0E-4,23.536581992887957
0.017457894736842103,1.5,0.0011,2.0E-4,1.4710363745554824
0.017457894736842103,1.5,0.0011,3.0000000000000003E-4,0.29057508633195084
0.017457894736842103,1.5,0.0011,4.0E-4,0.09193977340971765
0.017457894736842103,1.5,0.0011,5.0E-4,0.037658531188620434
0.017457894736842103,1.5,0.0012000000000000001,1.0E-4,20.75158861765074
0.017457894736842103,1.5,0.0012000000000000001,2.0E-4,1.2969742886029896
0.017457894736842103,1.5,0.0012000000000000001,3.0000000000000003E-4,0.25619245206976204
0.017457894736842103,1.5,0.0012000000000000001,4.0E-4,0.08106089303768664
0.017457894736842103,1.5,0.0012000000000000001,5.0E-4,0.03320254178824129
0.017457894736842103,1.5,0.0013,1.0E-4,18.223838230803146
0.017457894736842103,1.5,0.0013,2.0E-4,1.1389898894252026
0.017457894736842103,1.5,0.0013,3.0000000000000003E-4,0.2249856571703946
0.017457894736842103,1.5,0.0013,4.0E-4,0.0711868680890725
0.017457894736842103,1.5,0.0013,5.0E-4,0.029158141169283367
0.017457894736842103,1.5,0.0014000000000000002,1.0E-4,15.955323773800785
0.017457894736842103,1.5,0.0014000000000000002,2.0E-4,0.9972077358625491
0.017457894736842103,1.5,0.0014000000000000002,3.0000000000000003E-4,0.19697930584939463
0.017457894736842103,1.5,0.0014000000000000002,4.0E-4,0.06232548349141131
0.017457894736842103,1.5,0.0014000000000000002,5.0E-4,0.025528518038081816
0.017457894736842103,1.5,0.0015,1.0E-4,13.978292719982052
0.017457894736842103,1.5,0.0015,2.0E-4,0.8736432949988938
0.017457894736842103,1.5,0.0015,3.0000000000000003E-4,0.1725715150615094
0.017457894736842103,1.5,0.0015,4.0E-4,0.05460270593743268
0.017457894736842103,1.5,0.0015,5.0E-4,0.022365268351971345
0.01847894736842105,0.25,5.0E-4,1.0E-4,0.37030084519975615
0.01847894736842105,0.25,5.0E-4,2.0E-4,0.023143802824985148
0.01847894736842105,0.25,5.0E-4,3.0000000000000003E-4,0.0045716153728363245
0.01847894736842105,0.25,5.0E-4,4.0E-4,0.0014464876765614549
0.01847894736842105,0.25,5.0E-4,5.0E-4,5.924813523195711E-4
0.01847894736842105,0.25,6.000000000000001E-4,1.0E-4,0.31770603027430244
0.01847894736842105,0.25,6.000000000000001E-4,2.0E-4,0.0198566268921412
0.01847894736842105,0.25,6.000000000000001E-4,3.0000000000000003E-4,0.003922296670052537
0.01847894736842105,0.25,6.000000000000001E-4,4.0E-4,0.0012410391807588256
0.01847894736842105,0.25,6.000000000000001E-4,5.0E-4,5.0832964843881E-4
0.01847894736842105,0.25,7.0E-4,1.0E-4,0.27408338250815784
0.01847894736842105,0.25,7.0E-4,2.0E-4,0.017130211406757363
0.01847894736842105,0.25,7.0E-4,3.0000000000000003E-4,0.0033837454630634943
0.01847894736842105,0.25,7.0E-4,4.0E-4,0.001070638212922335
0.01847894736842105,0.25,7.0E-4,5.0E-4,4.3853341201305357E-4
0.01847894736842105,0.25,8.0E-4,1.0E-4,0.23704527645130935
0.01847894736842105,0.25,8.0E-4,2.0E-4,0.014815329778206883
0.01847894736842105,0.25,8.0E-4,3.0000000000000003E-4,0.0029264848944607243
0.01847894736842105,0.25,8.0E-4,4.0E-4,9.259581111379398E-4
0.01847894736842105,0.25,8.0E-4,5.0E-4,3.7927244232211226E-4
0.01847894736842105,0.25,9.0E-4,1.0E-4,0.2051843719503586
0.01847894736842105,0.25,9.0E-4,2.0E-4,0.01282402324690588
0.01847894736842105,0.25,9.0E-4,3.0000000000000003E-4,0.0025331403944504997
0.01847894736842105,0.25,9.0E-4,4.0E-4,8.015014529310645E-4
0.01847894736842105,0.25,9.0E-4,5.0E-4,3.2829499512078365E-4
0.01847894736842105,0.25,0.001,1.0E-4,0.17733531059243818
0.01847894736842105,0.25,0.001,2.0E-4,0.011083456912027797
0.01847894736842105,0.25,0.001,3.0000000000000003E-4,0.0021893248221289473
0.01847894736842105,0.25,0.001,4.0E-4,6.927160570017391E-4
0.01847894736842105,0.25,0.001,5.0E-4,2.8373649694791276E-4
0.01847894736842105,0.25,0.0011,1.0E-4,0.15340365420850716
0.01847894736842105,0.25,0.0011,2.0E-4,0.009587728388031732
0.01847894736842105,0.25,0.0011,3.0000000000000003E-4,0.0018938722741793353
0.01847894736842105,0.25,0.0011,4.0E-4,5.992330242520449E-4
0.01847894736842105,0.25,0.0011,5.0E-4,2.4544584673364783E-4
0.01847894736842105,0.25,0.0012000000000000001,1.0E-4,0.13178260893847216
0.01847894736842105,0.25,0.0012000000000000001,2.0E-4,0.008236413058658076
0.01847894736842105,0.25,0.0012000000000000001,3.0000000000000003E-4,0.001626945789363766
0.01847894736842105,0.25,0.0012000000000000001,4.0E-4,5.147758161658843E-4
0.01847894736842105,0.25,0.0012000000000000001,5.0E-4,2.108521743015553E-4
0.01847894736842105,0.25,0.0013,1.0E-4,0.11240442135021732
0.01847894736842105,0.25,0.0013,2.0E-4,0.007025276334388596
0.01847894736842105,0.25,0.0013,3.0000000000000003E-4,0.0013877089055580453
0.01847894736842105,0.25,0.0013,4.0E-4,4.3907977089920937E-4
0.01847894736842105,0.25,0.0013,5.0E-4,1.7984707416035105E-4
0.01847894736842105,0.25,0.0014000000000000002,1.0E-4,0.0949465225838145
0.01847894736842105,0.25,0.0014000000000000002,2.0E-4,0.005934157661488506
0.01847894736842105,0.25,0.0014000000000000002,3.0000000000000003E-4,0.0011721792911580952
0.01847894736842105,0.25,0.0014000000000000002,4.0E-4,3.70884853842972E-4
0.01847894736842105,0.25,0.0014000000000000002,5.0E-4,1.5191443613410784E-4
0.01847894736842105,0.25,0.0015,1.0E-4,0.08168362810193852
0.01847894736842105,0.25,0.0015,2.0E-4,0.005105226756371279
0.01847894736842105,0.25,0.0015,3.0000000000000003E-4,0.0010084398531103734
0.01847894736842105,0.25,0.0015,4.0E-4,3.190766722731849E-4
0.01847894736842105,0.25,0.0015,5.0E-4,1.3069380496310022E-4
0.01847894736842105,0.5,5.0E-4,1.0E-4,1.4812033807989298
0.01847894736842105,0.5,5.0E-4,2.0E-4,0.09257521129994012
0.01847894736842105,0.5,5.0E-4,3.0000000000000003E-4,0.018286461491345964
0.01847894736842105,0.5,5.0E-4,4.0E-4,0.00578595070624619
0.01847894736842105,0.5,5.0E-4,5.0E-4,0.002369925409278427
0.01847894736842105,0.5,6.000000000000001E-4,1.0E-4,1.2708241210970481
0.01847894736842105,0.5,6.000000000000001E-4,2.0E-4,0.07942650756857932
0.01847894736842105,0.5,6.000000000000001E-4,3.0000000000000003E-4,0.015689186680212384
0.01847894736842105,0.5,6.000000000000001E-4,4.0E-4,0.004964156723035344
0.01847894736842105,0.5,6.000000000000001E-4,5.0E-4,0.0020333185937555123
0.01847894736842105,0.5,7.0E-4,1.0E-4,1.0963335300325467
0.01847894736842105,0.5,7.0E-4,2.0E-4,0.0685208456270308
0.01847894736842105,0.5,7.0E-4,3.0000000000000003E-4,0.013534981852253488
0.01847894736842105,0.5,7.0E-4,4.0E-4,0.0042825528516894215
0.01847894736842105,0.5,7.0E-4,5.0E-4,0.0017541336480521486
0.01847894736842105,0.5,8.0E-4,1.0E-4,0.9481811058052637
0.01847894736842105,0.5,8.0E-4,2.0E-4,0.05926131911282796
0.01847894736842105,0.5,8.0E-4,3.0000000000000003E-4,0.011705939577843166
0.01847894736842105,0.5,8.0E-4,4.0E-4,0.0037038324445518114
0.01847894736842105,0.5,8.0E-4,5.0E-4,0.0015170897692884263
0.01847894736842105,0.5,9.0E-4,1.0E-4,0.8207374878014345
0.01847894736842105,0.5,9.0E-4,2.0E-4,0.05129609298758966
0.01847894736842105,0.5,9.0E-4,3.0000000000000003E-4,0.010132561577795409
0.01847894736842105,0.5,9.0E-4,4.0E-4,0.0032060058117264305
0.01847894736842105,0.5,9.0E-4,5.0E-4,0.0013131799804831379
0.01847894736842105,0.5,0.001,1.0E-4,0.7093412423697808
0.01847894736842105,0.5,0.001,2.0E-4,0.04433382764812761
0.01847894736842105,0.5,0.001,3.0000000000000003E-4,0.008757299288515655
0.01847894736842105,0.5,0.001,4.0E-4,0.002770864228007976
0.01847894736842105,0.5,0.001,5.0E-4,0.0011349459877920615
0.01847894736842105,0.5,0.0011,1.0E-4,0.6136146168340296
0.01847894736842105,0.5,0.0011,2.0E-4,0.038350913552131986
0.01847894736842105,0.5,0.0011,3.0000000000000003E-4,0.0075754890967141995
0.01847894736842105,0.5,0.0011,4.0E-4,0.0023969320970081798
0.01847894736842105,0.5,0.0011,5.0E-4,9.81783386934584E-4
0.01847894736842105,0.5,0.0012000000000000001,1.0E-4,0.5271304357538628
0.01847894736842105,0.5,0.0012000000000000001,2.0E-4,0.03294565223461604
0.01847894736842105,0.5,0.0012000000000000001,3.0000000000000003E-4,0.006507783157458299
0.01847894736842105,0.5,0.0012000000000000001,4.0E-4,0.0020591032646645937
0.01847894736842105,0.5,0.0012000000000000001,5.0E-4,8.434086972062268E-4
0.01847894736842105,0.5,0.0013,1.0E-4,0.44961768540086927
0.01847894736842105,0.5,0.0013,2.0E-4,0.028101105337554385
0.01847894736842105,0.5,0.0013,3.0000000000000003E-4,0.00555083562223297
0.01847894736842105,0.5,0.0013,4.0E-4,0.001756319083597149
0.01847894736842105,0.5,0.0013,5.0E-4,7.193882966414107E-4
0.01847894736842105,0.5,0.0014000000000000002,1.0E-4,0.3797860903352084
0.01847894736842105,0.5,0.0014000000000000002,2.0E-4,0.023736630645950076
0.01847894736842105,0.5,0.0014000000000000002,3.0000000000000003E-4,0.004688717164632735
0.01847894736842105,0.5,0.0014000000000000002,4.0E-4,0.0014835394153721265
0.01847894736842105,0.5,0.0014000000000000002,5.0E-4,6.076577445363987E-4
0.01847894736842105,0.5,0.0015,1.0E-4,0.32673451240776186
0.01847894736842105,0.5,0.0015,2.0E-4,0.020420907025485623
0.01847894736842105,0.5,0.0015,3.0000000000000003E-4,0.004033759412441493
0.01847894736842105,0.5,0.0015,4.0E-4,0.001276306689092814
0.01847894736842105,0.5,0.0015,5.0E-4,5.227752198524234E-4
0.01847894736842105,0.75,5.0E-4,1.0E-4,3.33270760679764
0.01847894736842105,0.75,5.0E-4,2.0E-4,0.20829422542484471
0.01847894736842105,0.75,5.0E-4,3.0000000000000003E-4,0.0411445383555257
0.01847894736842105,0.75,5.0E-4,4.0E-4,0.013018389089053617
0.01847894736842105,0.75,5.0E-4,5.0E-4,0.0053323321708762614
0.01847894736842105,0.75,6.000000000000001E-4,1.0E-4,2.859354272468337
0.01847894736842105,0.75,6.000000000000001E-4,2.0E-4,0.17870964202930303
0.01847894736842105,0.75,6.000000000000001E-4,3.0000000000000003E-4,0.03530067003047777
0.01847894736842105,0.75,6.000000000000001E-4,4.0E-4,0.011169352626829469
0.01847894736842105,0.75,6.000000000000001E-4,5.0E-4,0.004574966835949307
0.01847894736842105,0.75,7.0E-4,1.0E-4,2.4667504425730358
0.01847894736842105,0.75,7.0E-4,2.0E-4,0.15417190266080932
0.01847894736842105,0.75,7.0E-4,3.0000000000000003E-4,0.030453709167567622
0.01847894736842105,0.75,7.0E-4,4.0E-4,0.009635743916301063
0.01847894736842105,0.75,7.0E-4,5.0E-4,0.003946800708116851
0.01847894736842105,0.75,8.0E-4,1.0E-4,2.133407488061818
0.01847894736842105,0.75,8.0E-4,2.0E-4,0.13333796800386574
0.01847894736842105,0.75,8.0E-4,3.0000000000000003E-4,0.026338364050145235
0.01847894736842105,0.75,8.0E-4,4.0E-4,0.008333623000241486
0.01847894736842105,0.75,8.0E-4,5.0E-4,0.003413451980898882
0.01847894736842105,0.75,9.0E-4,1.0E-4,1.8466593475544415
0.01847894736842105,0.75,9.0E-4,2.0E-4,0.11541620922207338
0.01847894736842105,0.75,9.0E-4,3.0000000000000003E-4,0.022798263550039714
0.01847894736842105,0.75,9.0E-4,4.0E-4,0.007213513076379848
0.01847894736842105,0.75,9.0E-4,5.0E-4,0.0029546549560851548
0.01847894736842105,0.75,0.001,1.0E-4,1.5960177953319807
0.01847894736842105,0.75,0.001,2.0E-4,0.09975111220828294
0.01847894736842105,0.75,0.001,3.0000000000000003E-4,0.019703923399167107
0.01847894736842105,0.75,0.001,4.0E-4,0.006234444513017937
0.01847894736842105,0.75,0.001,5.0E-4,0.0025536284725321216
0.01847894736842105,0.75,0.0011,1.0E-4,1.380632887876215
0.01847894736842105,0.75,0.0011,2.0E-4,0.08628955549229765
0.01847894736842105,0.75,0.0011,3.0000000000000003E-4,0.01704485046760759
0.01847894736842105,0.75,0.0011,4.0E-4,0.005393097218268034
0.01847894736842105,0.75,0.0011,5.0E-4,0.0022090126206019936
0.01847894736842105,0.75,0.0012000000000000001,1.0E-4,1.1860434804462614
0.01847894736842105,0.75,0.0012000000000000001,2.0E-4,0.07412771752788852
0.01847894736842105,0.75,0.0012000000000000001,3.0000000000000003E-4,0.01464251210427412
0.01847894736842105,0.75,0.0012000000000000001,4.0E-4,0.00463298234549305
0.01847894736842105,0.75,0.0012000000000000001,5.0E-4,0.0018976695687141056
0.01847894736842105,0.75,0.0013,1.0E-4,1.0116397921519207
0.01847894736842105,0.75,0.0013,2.0E-4,0.06322748700949667
0.01847894736842105,0.75,0.0013,3.0000000000000003E-4,0.012489380150024246
0.01847894736842105,0.75,0.0013,4.0E-4,0.00395171793809356
0.01847894736842105,0.75,0.0013,5.0E-4,0.0016186236674431188
