% Model,Untitled.mph
% Version,COMSOL 5.6.0.401
% Date,"Jan 28 2022, 23:51"
% Table,Table 2 - Surface Integration 1
% shift (m),I_0 (A),d_cover (m),r_0 (m),-mf.Jphi*mf.Br (N)
0.006226315789473684,0.5,5.0E-4,5.0E-4,0.15488240444969364
0.006226315789473684,0.5,6.000000000000001E-4,1.0E-4,92.07696644698021
0.006226315789473684,0.5,6.000000000000001E-4,2.0E-4,5.754810402936263
0.006226315789473684,0.5,6.000000000000001E-4,3.0000000000000003E-4,1.1367526721849242
0.006226315789473684,0.5,6.000000000000001E-4,4.0E-4,0.3596756501835164
0.006226315789473684,0.5,6.000000000000001E-4,5.0E-4,0.14732314631516566
0.006226315789473684,0.5,7.0E-4,1.0E-4,87.51397386704399
0.006226315789473684,0.5,7.0E-4,2.0E-4,5.4696233666903735
0.006226315789473684,0.5,7.0E-4,3.0000000000000003E-4,1.0804194304572985
0.006226315789473684,0.5,7.0E-4,4.0E-4,0.3418514604181064
0.006226315789473684,0.5,7.0E-4,5.0E-4,0.14002235818725559
0.006226315789473684,0.5,8.0E-4,1.0E-4,83.01369735466659
0.006226315789473684,0.5,8.0E-4,2.0E-4,5.188356084666639
0.006226315789473684,0.5,8.0E-4,3.0000000000000003E-4,1.0248604611687255
0.006226315789473684,0.5,8.0E-4,4.0E-4,0.3242722552916673
0.006226315789473684,0.5,8.0E-4,5.0E-4,0.13282191576746685
0.006226315789473684,0.5,9.0E-4,1.0E-4,78.63575612827084
0.006226315789473684,0.5,9.0E-4,2.0E-4,4.914734758017392
0.006226315789473684,0.5,9.0E-4,3.0000000000000003E-4,0.9708118040528166
0.006226315789473684,0.5,9.0E-4,4.0E-4,0.30717092237606813
0.006226315789473684,0.5,9.0E-4,5.0E-4,0.12581720980523403
0.006226315789473684,0.5,0.001,1.0E-4,74.26401280880916
0.006226315789473684,0.5,0.001,2.0E-4,4.641500800550572
0.006226315789473684,0.5,0.001,3.0000000000000003E-4,0.9168396643062713
0.006226315789473684,0.5,0.001,4.0E-4,0.2900938000344074
0.006226315789473684,0.5,0.001,5.0E-4,0.11882242049409449
0.006226315789473684,0.5,0.0011,1.0E-4,69.83377702697626
0.006226315789473684,0.5,0.0011,2.0E-4,4.364611064185989
0.006226315789473684,0.5,0.0011,3.0000000000000003E-4,0.8621453953947659
0.006226315789473684,0.5,0.0011,4.0E-4,0.2727881915116285
0.006226315789473684,0.5,0.0011,5.0E-4,0.11173404324316247
0.006226315789473684,0.5,0.0012000000000000001,1.0E-4,65.53392061381219
0.006226315789473684,0.5,0.0012000000000000001,2.0E-4,4.095870038363278
0.006226315789473684,0.5,0.0012000000000000001,3.0000000000000003E-4,0.8090607483186183
0.006226315789473684,0.5,0.0012000000000000001,4.0E-4,0.255991877397688
0.006226315789473684,0.5,0.0012000000000000001,5.0E-4,0.10485427298209997
0.006226315789473684,0.5,0.0013,1.0E-4,61.54549281632889
0.006226315789473684,0.5,0.0013,2.0E-4,3.8465933010205724
0.006226315789473684,0.5,0.0013,3.0000000000000003E-4,0.7598208989670228
0.006226315789473684,0.5,0.0013,4.0E-4,0.24041208131378594
0.006226315789473684,0.5,0.0013,5.0E-4,0.09847278850612651
0.006226315789473684,0.5,0.0014000000000000002,1.0E-4,57.70112965176142
0.006226315789473684,0.5,0.0014000000000000002,2.0E-4,3.6063206032350834
0.006226315789473684,0.5,0.0014000000000000002,3.0000000000000003E-4,0.7123596253303859
0.006226315789473684,0.5,0.0014000000000000002,4.0E-4,0.2253950377021927
0.006226315789473684,0.5,0.0014000000000000002,5.0E-4,0.09232180744281726
0.006226315789473684,0.5,0.0015,1.0E-4,54.01068745145859
0.006226315789473684,0.5,0.0015,2.0E-4,3.375667965716229
0.006226315789473684,0.5,0.0015,3.0000000000000003E-4,0.6667986105118374
0.006226315789473684,0.5,0.0015,4.0E-4,0.21097924785726138
0.006226315789473684,0.5,0.0015,5.0E-4,0.08641709992233339
0.006226315789473684,0.75,5.0E-4,1.0E-4,217.80338125739257
0.006226315789473684,0.75,5.0E-4,2.0E-4,13.612711328586194
0.006226315789473684,0.75,5.0E-4,3.0000000000000003E-4,2.688930632807316
0.006226315789473684,0.75,5.0E-4,4.0E-4,0.8507944580366543
0.006226315789473684,0.75,5.0E-4,5.0E-4,0.34848541001183486
0.006226315789473684,0.75,6.000000000000001E-4,1.0E-4,207.17317450570653
0.006226315789473684,0.75,6.000000000000001E-4,2.0E-4,12.948323406606336
0.006226315789473684,0.75,6.000000000000001E-4,3.0000000000000003E-4,2.557693512416295
0.006226315789473684,0.75,6.000000000000001E-4,4.0E-4,0.8092702129128962
0.006226315789473684,0.75,6.000000000000001E-4,5.0E-4,0.3314770792091319
0.006226315789473684,0.75,7.0E-4,1.0E-4,196.90644120082814
0.006226315789473684,0.75,7.0E-4,2.0E-4,12.306652575051867
0.006226315789473684,0.75,7.0E-4,3.0000000000000003E-4,2.4309437185290537
0.006226315789473684,0.75,7.0E-4,4.0E-4,0.769165785940788
0.006226315789473684,0.75,7.0E-4,5.0E-4,0.3150503059213496
0.006226315789473684,0.75,8.0E-4,1.0E-4,186.78081904799865
0.006226315789473684,0.75,8.0E-4,2.0E-4,11.67380119050012
0.006226315789473684,0.75,8.0E-4,3.0000000000000003E-4,2.305936037629651
0.006226315789473684,0.75,8.0E-4,4.0E-4,0.7296125744062477
0.006226315789473684,0.75,8.0E-4,5.0E-4,0.2988493104768004
0.006226315789473684,0.75,9.0E-4,1.0E-4,176.93045128860933
0.006226315789473684,0.75,9.0E-4,2.0E-4,11.058153205538153
0.006226315789473684,0.75,9.0E-4,3.0000000000000003E-4,2.1843265591186327
0.006226315789473684,0.75,9.0E-4,4.0E-4,0.6911345753461345
0.006226315789473684,0.75,9.0E-4,5.0E-4,0.28308872206178404
0.006226315789473684,0.75,0.001,1.0E-4,167.0940288198205
0.006226315789473684,0.75,0.001,2.0E-4,10.443376801238886
0.006226315789473684,0.75,0.001,3.0000000000000003E-4,2.0628892446891456
0.006226315789473684,0.75,0.001,4.0E-4,0.6527110500774127
0.006226315789473684,0.75,0.001,5.0E-4,0.26735044611171593
0.006226315789473684,0.75,0.0011,1.0E-4,157.12599831069744
0.006226315789473684,0.75,0.0011,2.0E-4,9.82037489441859
0.006226315789473684,0.75,0.0011,3.0000000000000003E-4,1.9398271396382094
0.006226315789473684,0.75,0.0011,4.0E-4,0.61377343090117
0.006226315789473684,0.75,0.0011,5.0E-4,0.2514015972971155
0.006226315789473684,0.75,0.0012000000000000001,1.0E-4,147.45132138108252
0.006226315789473684,0.75,0.0012000000000000001,2.0E-4,9.215707586317329
0.006226315789473684,0.75,0.0012000000000000001,3.0000000000000003E-4,1.8203866837170755
0.006226315789473684,0.75,0.0012000000000000001,4.0E-4,0.5759817241448328
0.006226315789473684,0.75,0.0012000000000000001,5.0E-4,0.23592211420972453
0.006226315789473684,0.75,0.0013,1.0E-4,138.477358836741
0.006226315789473684,0.75,0.0013,2.0E-4,8.65483492729628
0.006226315789473684,0.75,0.0013,3.0000000000000003E-4,1.7095970226758102
0.006226315789473684,0.75,0.0013,4.0E-4,0.5409271829560195
0.006226315789473684,0.75,0.0013,5.0E-4,0.22156377413878528
0.006226315789473684,0.75,0.0014000000000000002,1.0E-4,129.82754171645965
0.006226315789473684,0.75,0.0014000000000000002,2.0E-4,8.114221357278678
0.006226315789473684,0.75,0.0014000000000000002,3.0000000000000003E-4,1.6028091569933534
0.006226315789473684,0.75,0.0014000000000000002,4.0E-4,0.5071388348299203
0.006226315789473684,0.75,0.0014000000000000002,5.0E-4,0.2077240667463343
0.006226315789473684,0.75,0.0015,1.0E-4,121.52404676578402
0.006226315789473684,0.75,0.0015,2.0E-4,7.5952529228619285
0.006226315789473684,0.75,0.0015,3.0000000000000003E-4,1.5002968736516271
0.006226315789473684,0.75,0.0015,4.0E-4,0.4747033076788336
0.006226315789473684,0.75,0.0015,5.0E-4,0.1944384748252502
0.006226315789473684,1,5.0E-4,1.0E-4,387.20601112423384
0.006226315789473684,1,5.0E-4,2.0E-4,24.200375695266175
0.006226315789473684,1,5.0E-4,3.0000000000000003E-4,4.78032112499084
0.006226315789473684,1,5.0E-4,4.0E-4,1.5125234809540968
0.006226315789473684,1,5.0E-4,5.0E-4,0.6195296177988129
0.006226315789473684,1,6.000000000000001E-4,1.0E-4,368.3078657879105
0.006226315789473684,1,6.000000000000001E-4,2.0E-4,23.019241611745056
0.006226315789473684,1,6.000000000000001E-4,3.0000000000000003E-4,4.547010688739791
0.006226315789473684,1,6.000000000000001E-4,4.0E-4,1.4387026007340247
0.006226315789473684,1,6.000000000000001E-4,5.0E-4,0.589292585260674
0.006226315789473684,1,7.0E-4,1.0E-4,350.0558954681589
0.006226315789473684,1,7.0E-4,2.0E-4,21.878493466759743
0.006226315789473684,1,7.0E-4,3.0000000000000003E-4,4.32167772182888
0.006226315789473684,1,7.0E-4,4.0E-4,1.3674058416725112
0.006226315789473684,1,7.0E-4,5.0E-4,0.5600894327490192
0.006226315789473684,1,8.0E-4,1.0E-4,332.0547894186649
0.006226315789473684,1,8.0E-4,2.0E-4,20.753424338666555
0.006226315789473684,1,8.0E-4,3.0000000000000003E-4,4.099441844674911
0.006226315789473684,1,8.0E-4,4.0E-4,1.2970890211666846
0.006226315789473684,1,8.0E-4,5.0E-4,0.5312876630698636
0.006226315789473684,1,9.0E-4,1.0E-4,314.5430245130858
0.006226315789473684,1,9.0E-4,2.0E-4,19.65893903206836
0.006226315789473684,1,9.0E-4,3.0000000000000003E-4,3.8832472162110396
0.006226315789473684,1,9.0E-4,4.0E-4,1.228683689504232
0.006226315789473684,1,9.0E-4,5.0E-4,0.5032688392209806
0.006226315789473684,1,0.001,1.0E-4,297.0560512352366
0.006226315789473684,1,0.001,2.0E-4,18.56600320220229
0.006226315789473684,1,0.001,3.0000000000000003E-4,3.667358657225137
0.006226315789473684,1,0.001,4.0E-4,1.1603752001376462
0.006226315789473684,1,0.001,5.0E-4,0.47528968197637794
0.006226315789473684,1,0.0011,1.0E-4,279.33510810790204
0.006226315789473684,1,0.0011,2.0E-4,17.458444256744155
0.006226315789473684,1,0.0011,3.0000000000000003E-4,3.448581581579063
0.006226315789473684,1,0.0011,4.0E-4,1.091152766046508
0.006226315789473684,1,0.0011,5.0E-4,0.4469361729726473
0.006226315789473684,1,0.0012000000000000001,1.0E-4,262.13568245524976
0.006226315789473684,1,0.0012000000000000001,2.0E-4,16.383480153453025
0.006226315789473684,1,0.0012000000000000001,3.0000000000000003E-4,3.2362429932746926
0.006226315789473684,1,0.0012000000000000001,4.0E-4,1.0239675095907512
0.006226315789473684,1,0.0012000000000000001,5.0E-4,0.4194170919283982
0.006226315789473684,1,0.0013,1.0E-4,246.18197126531555
0.006226315789473684,1,0.0013,2.0E-4,15.386373204082298
0.006226315789473684,1,0.0013,3.0000000000000003E-4,3.039283595868094
0.006226315789473684,1,0.0013,4.0E-4,0.9616483252551389
0.006226315789473684,1,0.0013,5.0E-4,0.39389115402450725
0.006226315789473684,1,0.0014000000000000002,1.0E-4,230.80451860703997
0.006226315789473684,1,0.0014000000000000002,2.0E-4,14.425282412940005
0.006226315789473684,1,0.0014000000000000002,3.0000000000000003E-4,2.8494385013214765
0.006226315789473684,1,0.0014000000000000002,4.0E-4,0.9015801508087429
0.006226315789473684,1,0.0014000000000000002,5.0E-4,0.3692872297712614
0.006226315789473684,1,0.0015,1.0E-4,216.04274980583435
0.006226315789473684,1,0.0015,2.0E-4,13.502671862864593
0.006226315789473684,1,0.0015,3.0000000000000003E-4,2.667194442047339
0.006226315789473684,1,0.0015,4.0E-4,0.8439169914290404
0.006226315789473684,1,0.0015,5.0E-4,0.3456683996893403
0.006226315789473684,1.25,5.0E-4,1.0E-4,605.0093923816738
0.006226315789473684,1.25,5.0E-4,2.0E-4,37.813087023852276
0.006226315789473684,1.25,5.0E-4,3.0000000000000003E-4,7.469251757798021
0.006226315789473684,1.25,5.0E-4,4.0E-4,2.3633179389909134
0.006226315789473684,1.25,5.0E-4,5.0E-4,0.9680150278106646
0.006226315789473684,1.25,6.000000000000001E-4,1.0E-4,575.4810402936098
0.006226315789473684,1.25,6.000000000000001E-4,2.0E-4,35.9675650183517
0.006226315789473684,1.25,6.000000000000001E-4,3.0000000000000003E-4,7.104704201155764
0.006226315789473684,1.25,6.000000000000001E-4,4.0E-4,2.2479728136469914
0.006226315789473684,1.25,6.000000000000001E-4,5.0E-4,0.920769664469803
0.006226315789473684,1.25,7.0E-4,1.0E-4,546.9623366690065
0.006226315789473684,1.25,7.0E-4,2.0E-4,34.18514604181289
0.006226315789473684,1.25,7.0E-4,3.0000000000000003E-4,6.752621440358472
0.006226315789473684,1.25,7.0E-4,4.0E-4,2.1365716276134306
0.006226315789473684,1.25,7.0E-4,5.0E-4,0.8751397386704057
0.006226315789473684,1.25,8.0E-4,1.0E-4,518.8356084666653
0.006226315789473684,1.25,8.0E-4,2.0E-4,32.427225529166584
0.006226315789473684,1.25,8.0E-4,3.0000000000000003E-4,6.405377882304501
0.006226315789473684,1.25,8.0E-4,4.0E-4,2.0267015955729115
0.006226315789473684,1.25,8.0E-4,5.0E-4,0.8301369735466632
0.006226315789473684,1.25,9.0E-4,1.0E-4,491.4734758016922
0.006226315789473684,1.25,9.0E-4,2.0E-4,30.71709223760602
0.006226315789473684,1.25,9.0E-4,3.0000000000000003E-4,6.06757377532954
0.006226315789473684,1.25,9.0E-4,4.0E-4,1.9198182648503763
0.006226315789473684,1.25,9.0E-4,5.0E-4,0.7863575612827125
0.006226315789473684,1.25,0.001,1.0E-4,464.1500800550544
0.006226315789473684,1.25,0.001,2.0E-4,29.009380003441375
0.006226315789473684,1.25,0.001,3.0000000000000003E-4,5.730247901914281
0.006226315789473684,1.25,0.001,4.0E-4,1.8130862502150653
0.006226315789473684,1.25,0.001,5.0E-4,0.7426401280880904
0.006226315789473684,1.25,0.0011,1.0E-4,436.4611064185968
0.006226315789473684,1.25,0.0011,2.0E-4,27.278819151162406
0.006226315789473684,1.25,0.0011,3.0000000000000003E-4,5.388408721217263
0.006226315789473684,1.25,0.0011,4.0E-4,1.7049261969476446
0.006226315789473684,1.25,0.0011,5.0E-4,0.698337770269758
0.006226315789473684,1.25,0.0012000000000000001,1.0E-4,409.5870038363255
0.006226315789473684,1.25,0.0012000000000000001,2.0E-4,25.599187739770382
0.006226315789473684,1.25,0.0012000000000000001,3.0000000000000003E-4,5.056629676991675
0.006226315789473684,1.25,0.0012000000000000001,4.0E-4,1.5999492337357062
0.006226315789473684,1.25,0.0012000000000000001,5.0E-4,0.6553392061380829
0.006226315789473684,1.25,0.0013,1.0E-4,384.65933010205873
0.006226315789473684,1.25,0.0013,2.0E-4,24.04120813137851
0.006226315789473684,1.25,0.0013,3.0000000000000003E-4,4.748880618543927
0.006226315789473684,1.25,0.0013,4.0E-4,1.5025755082111507
0.006226315789473684,1.25,0.0013,5.0E-4,0.6154549281632914
0.006226315789473684,1.25,0.0014000000000000002,1.0E-4,360.6320603234991
0.006226315789473684,1.25,0.0014000000000000002,2.0E-4,22.539503770219056
0.006226315789473684,1.25,0.0014000000000000002,3.0000000000000003E-4,4.452247658314907
0.006226315789473684,1.25,0.0014000000000000002,4.0E-4,1.4087189856386957
0.006226315789473684,1.25,0.0014000000000000002,5.0E-4,0.5770112965175996
0.006226315789473684,1.25,0.0015,1.0E-4,337.5667965716402
0.006226315789473684,1.25,0.0015,2.0E-4,21.097924785725947
0.006226315789473684,1.25,0.0015,3.0000000000000003E-4,4.167491315698947
0.006226315789473684,1.25,0.0015,4.0E-4,1.3186202991078726
0.006226315789473684,1.25,0.0015,5.0E-4,0.5401068745145973
0.006226315789473684,1.5,5.0E-4,1.0E-4,871.213525029612
0.006226315789473684,1.5,5.0E-4,2.0E-4,54.45084531434888
0.006226315789473684,1.5,5.0E-4,3.0000000000000003E-4,10.755722531229772
0.006226315789473684,1.5,5.0E-4,4.0E-4,3.4031778321469233
0.006226315789473684,1.5,5.0E-4,5.0E-4,1.39394164004733
0.006226315789473684,1.5,6.000000000000001E-4,1.0E-4,828.6926980228055
0.006226315789473684,1.5,6.000000000000001E-4,2.0E-4,51.7932936264254
0.006226315789473684,1.5,6.000000000000001E-4,3.0000000000000003E-4,10.230774049664165
0.006226315789473684,1.5,6.000000000000001E-4,4.0E-4,3.2370808516515504
0.006226315789473684,1.5,6.000000000000001E-4,5.0E-4,1.3259083168365235
0.006226315789473684,1.5,7.0E-4,1.0E-4,787.6257648033128
0.006226315789473684,1.5,7.0E-4,2.0E-4,49.22661030021311
0.006226315789473684,1.5,7.0E-4,3.0000000000000003E-4,9.723774874115684
0.006226315789473684,1.5,7.0E-4,4.0E-4,3.0766631437629406
0.006226315789473684,1.5,7.0E-4,5.0E-4,1.2602012236853983
0.006226315789473684,1.5,8.0E-4,1.0E-4,747.1232761919977
0.006226315789473684,1.5,8.0E-4,2.0E-4,46.695204761999854
0.006226315789473684,1.5,8.0E-4,3.0000000000000003E-4,9.223744150518488
0.006226315789473684,1.5,8.0E-4,4.0E-4,2.918450297624991
0.006226315789473684,1.5,8.0E-4,5.0E-4,1.195397241907217
0.006226315789473684,1.5,9.0E-4,1.0E-4,707.7218051544894
0.006226315789473684,1.5,9.0E-4,2.0E-4,44.23261282215375
0.006226315789473684,1.5,9.0E-4,3.0000000000000003E-4,8.737306236474815
0.006226315789473684,1.5,9.0E-4,4.0E-4,2.764538301384538
0.006226315789473684,1.5,9.0E-4,5.0E-4,1.1323548882471273
0.006226315789473684,1.5,0.001,1.0E-4,668.3761152792887
0.006226315789473684,1.5,0.001,2.0E-4,41.77350720495464
0.006226315789473684,1.5,0.001,3.0000000000000003E-4,8.25155697875658
0.006226315789473684,1.5,0.001,4.0E-4,2.6108442003097214
0.006226315789473684,1.5,0.001,5.0E-4,1.0694017844468455
0.006226315789473684,1.5,0.0011,1.0E-4,628.5039932427811
0.006226315789473684,1.5,0.0011,2.0E-4,39.28149957767371
0.006226315789473684,1.5,0.0011,3.0000000000000003E-4,7.759308558552838
0.006226315789473684,1.5,0.0011,4.0E-4,2.4550937236046475
0.006226315789473684,1.5,0.0011,5.0E-4,1.005606389188452
0.006226315789473684,1.5,0.0012000000000000001,1.0E-4,589.8052855242754
0.006226315789473684,1.5,0.0012000000000000001,2.0E-4,36.86283034526952
0.006226315789473684,1.5,0.0012000000000000001,3.0000000000000003E-4,7.2815467348680425
0.006226315789473684,1.5,0.0012000000000000001,4.0E-4,2.3039268965794157
0.006226315789473684,1.5,0.0012000000000000001,5.0E-4,0.9436884568388405
0.006226315789473684,1.5,0.0013,1.0E-4,553.909435346962
0.006226315789473684,1.5,0.0013,2.0E-4,34.61933970918491
0.006226315789473684,1.5,0.0013,3.0000000000000003E-4,6.838388090703242
0.006226315789473684,1.5,0.0013,4.0E-4,2.1637087318240655
0.006226315789473684,1.5,0.0013,5.0E-4,0.8862550965551369
0.006226315789473684,1.5,0.0014000000000000002,1.0E-4,519.3101668658386
0.006226315789473684,1.5,0.0014000000000000002,2.0E-4,32.45688542911555
0.006226315789473684,1.5,0.0014000000000000002,3.0000000000000003E-4,6.411236627973317
0.006226315789473684,1.5,0.0014000000000000002,4.0E-4,2.028555339319716
0.006226315789473684,1.5,0.0014000000000000002,5.0E-4,0.830896266985343
0.006226315789473684,1.5,0.0015,1.0E-4,486.0961870631269
0.006226315789473684,1.5,0.0015,2.0E-4,30.38101169144543
0.006226315789473684,1.5,0.0015,3.0000000000000003E-4,6.001187494606499
0.006226315789473684,1.5,0.0015,4.0E-4,1.8988132307153347
0.006226315789473684,1.5,0.0015,5.0E-4,0.7777538993010584
0.007247368421052632,0.25,5.0E-4,1.0E-4,22.09440330263352
0.007247368421052632,0.25,5.0E-4,2.0E-4,1.380900206414632
0.007247368421052632,0.25,5.0E-4,3.0000000000000003E-4,0.272770411143648
0.007247368421052632,0.25,5.0E-4,4.0E-4,0.08630626290091363
0.007247368421052632,0.25,5.0E-4,5.0E-4,0.03535104528421566
0.007247368421052632,0.25,6.000000000000001E-4,1.0E-4,21.039555653715656
0.007247368421052632,0.25,6.000000000000001E-4,2.0E-4,1.3149722283571286
0.007247368421052632,0.25,6.000000000000001E-4,3.0000000000000003E-4,0.25974760066313396
0.007247368421052632,0.25,6.000000000000001E-4,4.0E-4,0.08218576427232678
0.007247368421052632,0.25,6.000000000000001E-4,5.0E-4,0.03366328904594266
0.007247368421052632,0.25,7.0E-4,1.0E-4,19.97223977499506
0.007247368421052632,0.25,7.0E-4,2.0E-4,1.2482649859371135
0.007247368421052632,0.25,7.0E-4,3.0000000000000003E-4,0.2465708614196772
0.007247368421052632,0.25,7.0E-4,4.0E-4,0.07801656162107448
0.007247368421052632,0.25,7.0E-4,5.0E-4,0.03195558363999008
0.007247368421052632,0.25,8.0E-4,1.0E-4,18.956988665586156
0.007247368421052632,0.25,8.0E-4,2.0E-4,1.1848117915991347
0.007247368421052632,0.25,8.0E-4,3.0000000000000003E-4,0.2340368971060115
0.007247368421052632,0.25,8.0E-4,4.0E-4,0.07405073697494592
0.007247368421052632,0.25,8.0E-4,5.0E-4,0.03033118186493781
0.007247368421052632,0.25,9.0E-4,1.0E-4,17.919773363658305
0.007247368421052632,0.25,9.0E-4,2.0E-4,1.1199858352286505
0.007247368421052632,0.25,9.0E-4,3.0000000000000003E-4,0.22123176992170718
0.007247368421052632,0.25,9.0E-4,4.0E-4,0.0699991147017904
0.007247368421052632,0.25,9.0E-4,5.0E-4,0.028671637381853278
0.007247368421052632,0.25,0.001,1.0E-4,16.941272414192593
0.007247368421052632,0.25,0.001,2.0E-4,1.058829525887046
0.007247368421052632,0.25,0.001,3.0000000000000003E-4,0.20915151128632964
0.007247368421052632,0.25,0.001,4.0E-4,0.06617684536793972
0.007247368421052632,0.25,0.001,5.0E-4,0.027106035862708024
0.007247368421052632,0.25,0.0011,1.0E-4,15.975653027305635
0.007247368421052632,0.25,0.0011,2.0E-4,0.9984783142066692
0.007247368421052632,0.25,0.0011,3.0000000000000003E-4,0.19723028428773628
0.007247368421052632,0.25,0.0011,4.0E-4,0.06240489463791657
0.007247368421052632,0.25,0.0011,5.0E-4,0.025561044843690723
0.007247368421052632,0.25,0.0012000000000000001,1.0E-4,14.994633602751811
0.007247368421052632,0.25,0.0012000000000000001,2.0E-4,0.937164600172023
0.007247368421052632,0.25,0.0012000000000000001,3.0000000000000003E-4,0.18511893336731178
0.007247368421052632,0.25,0.0012000000000000001,4.0E-4,0.05857278751075095
0.007247368421052632,0.25,0.0012000000000000001,5.0E-4,0.023991413764403228
0.007247368421052632,0.25,0.0013,1.0E-4,14.096819642173385
